
Initialize MPU6050

 * Sleep Mode:            Disabled
 * Clock Source:          PLL with X axis gyroscope reference
 * Accelerometer:         +/- 2 g
 * Accelerometer offsets: -3440 / -1783 / 1206

x,y,z
1.44,-10.01,-0.64,
2.05,-9.79,-0.73,
2.27,-9.88,-1.00,
2.56,-10.10,-1.10,
1.79,-9.62,-0.79,
1.08,-10.04,-0.71,
0.93,-9.88,-1.01,
1.23,-10.03,-0.74,
2.17,-10.06,-1.14,
2.38,-9.75,-0.90,
1.99,-9.87,-0.70,
1.72,-9.74,-0.64,
1.24,-9.82,-0.84,
1.24,-9.97,-0.84,
2.12,-10.25,-1.21,
2.43,-9.87,-1.21,
1.73,-9.67,-0.74,
1.47,-10.06,-0.67,
1.69,-9.56,-0.95,
1.43,-10.03,-0.61,
1.67,-9.96,-1.11,
1.44,-10.03,-0.80,
1.75,-9.65,-0.75,
2.19,-10.05,-1.16,
2.10,-9.81,-1.12,
1.45,-9.81,-0.70,
1.43,-10.04,-1.08,
1.56,-9.93,-1.03,
1.90,-10.16,-0.74,
2.01,-9.54,-0.84,
2.06,-9.98,-0.80,
1.57,-9.76,-1.04,
1.06,-10.09,-0.77,
1.72,-9.64,-0.69,
2.31,-10.10,-1.05,
2.22,-9.71,-1.15,
1.42,-9.84,-0.80,
1.37,-9.97,-0.95,
2.08,-9.92,-1.15,
2.49,-9.97,-1.17,
1.78,-9.84,-0.77,
1.17,-9.80,-0.93,
0.94,-9.93,-0.56,
1.67,-9.93,-0.84,
2.53,-9.85,-1.21,
2.34,-9.86,-1.16,
1.62,-9.85,-1.01,
0.69,-10.06,-0.61,
1.65,-9.99,-1.29,
2.18,-9.99,-1.10,
1.87,-9.75,-0.84,
1.81,-10.03,-1.03,
1.82,-9.62,-0.82,
1.36,-9.93,-0.71,
1.98,-9.92,-1.19,
1.75,-9.79,-0.88,
1.74,-9.89,-0.92,
2.16,-9.98,-1.23,
1.98,-10.14,-1.24,
1.17,-9.74,-0.92,
1.12,-10.09,-0.67,
2.21,-9.79,-1.00,
2.48,-9.70,-1.16,
2.04,-10.20,-0.95,
1.57,-9.61,-0.86,
1.39,-9.81,-0.77,
1.55,-10.23,-1.20,
1.93,-9.93,-1.29,
2.08,-10.05,-0.98,
1.60,-9.63,-0.85,
1.07,-9.90,-0.74,
1.35,-9.92,-0.73,
2.17,-9.79,-0.97,
2.51,-9.98,-1.05,
2.32,-9.86,-1.11,
1.80,-9.72,-0.80,
1.26,-9.83,-0.95,
1.13,-10.18,-0.77,
1.82,-9.79,-1.11,
2.20,-9.93,-0.71,
2.21,-9.79,-1.03,
1.41,-9.80,-0.81,
1.15,-10.03,-0.74,
1.90,-10.15,-1.25,
2.04,-9.78,-0.82,
1.85,-9.70,-0.50,
2.00,-9.96,-1.01,
1.64,-9.69,-0.75,
1.57,-9.99,-0.78,
1.67,-10.05,-0.85,
1.34,-10.14,-1.02,
1.92,-9.76,-1.16,
2.22,-9.93,-0.82,
2.10,-9.68,-0.93,
1.74,-9.93,-0.86,
1.28,-9.93,-0.78,
1.52,-10.06,-1.06,
2.00,-9.92,-0.84,
1.70,-9.67,-0.71,
1.33,-9.95,-0.62,
1.85,-10.04,-0.85,
2.20,-9.99,-0.99,
2.17,-9.81,-0.90,
1.60,-9.74,-0.80,
1.07,-9.98,-0.64,
1.26,-9.85,-1.05,
2.12,-9.88,-1.09,
2.37,-10.00,-0.82,
2.17,-9.74,-0.93,
1.51,-9.92,-0.93,
1.01,-9.89,-0.69,
1.29,-9.95,-0.93,
1.81,-9.88,-0.73,
2.24,-9.69,-0.88,
1.90,-10.05,-0.96,
2.04,-10.10,-1.12,
2.13,-9.74,-1.10,
1.41,-9.94,-0.58,
1.45,-10.04,-0.99,
1.48,-9.91,-0.51,
1.87,-9.65,-0.80,
2.16,-10.17,-0.88,
2.24,-9.63,-0.95,
1.83,-10.04,-0.76,
1.82,-9.94,-1.25,
1.33,-9.99,-0.83,
1.22,-9.76,-0.51,
1.96,-9.95,-1.02,
2.21,-9.92,-0.82,
1.96,-9.72,-0.62,
1.66,-9.83,-0.90,
1.53,-9.98,-0.83,
1.51,-9.80,-0.87,
1.53,-9.91,-0.76,
2.07,-9.95,-0.90,
2.55,-9.86,-1.10,
1.72,-9.88,-0.86,
0.69,-9.88,-0.67,
0.81,-10.11,-0.54,
2.24,-9.77,-0.76,
2.46,-9.96,-0.95,
2.15,-9.83,-1.00,
1.54,-9.79,-0.75,
1.38,-9.96,-0.84,
1.67,-9.93,-0.93,
1.55,-9.82,-0.60,
1.76,-9.85,-0.61,
2.04,-9.82,-0.76,
2.17,-10.01,-0.97,
1.44,-9.85,-0.91,
1.20,-10.05,-0.65,
1.49,-10.06,-0.99,
2.06,-9.93,-0.74,
2.38,-9.65,-0.81,
2.11,-9.92,-0.66,
1.73,-9.69,-0.87,
1.07,-9.99,-0.55,
1.24,-9.83,-0.81,
1.84,-10.11,-0.94,
2.14,-9.63,-1.04,
1.79,-10.17,-0.69,
2.06,-9.54,-0.92,
1.89,-10.26,-0.79,
1.51,-9.59,-0.65,
1.12,-9.91,-0.51,
1.63,-10.06,-0.71,
2.03,-9.95,-1.03,
1.96,-10.01,-0.85,
1.77,-9.76,-0.69,
1.58,-9.96,-0.63,
1.57,-9.83,-0.67,
1.68,-9.74,-0.60,
1.80,-9.87,-0.82,
2.34,-10.08,-1.05,
2.02,-9.79,-0.83,
1.34,-9.89,-0.70,
0.90,-9.95,-0.65,
1.41,-10.04,-0.80,
2.37,-10.00,-1.03,
2.34,-9.68,-0.83,
1.76,-10.01,-0.75,
1.21,-9.85,-0.56,
1.38,-9.78,-0.60,
1.73,-9.76,-0.87,
1.94,-9.82,-0.71,
2.04,-10.09,-1.06,
1.81,-9.74,-0.92,
1.53,-10.18,-0.80,
1.99,-9.89,-1.15,
1.69,-9.74,-0.38,
1.61,-9.66,-0.53,
1.48,-9.79,-0.59,
2.13,-10.10,-0.94,
2.53,-9.79,-1.30,
1.63,-10.05,-0.72,
1.12,-9.69,-0.73,
1.40,-10.12,-0.78,
2.07,-9.78,-0.59,
2.04,-9.60,-0.59,
2.09,-9.98,-0.90,
1.62,-9.80,-0.73,
1.38,-10.11,-0.91,
1.61,-10.05,-1.05,
1.87,-9.96,-0.86,
1.96,-9.75,-0.78,
1.70,-9.74,-0.49,
1.83,-9.93,-0.91,
1.51,-9.73,-0.86,
1.38,-10.06,-0.73,
1.88,-9.91,-0.95,
2.02,-9.90,-0.93,
1.94,-10.03,-0.95,
1.56,-9.89,-0.53,
1.78,-10.02,-0.78,
1.83,-9.52,-0.74,
1.21,-10.01,-0.44,
1.74,-10.03,-1.22,
1.72,-9.94,-0.80,
1.96,-9.93,-0.84,
2.02,-9.88,-0.80,
1.77,-9.83,-0.76,
1.69,-9.89,-0.50,
1.48,-9.87,-0.68,
1.62,-10.04,-0.92,
1.75,-9.77,-0.90,
1.65,-10.13,-0.78,
2.01,-9.96,-1.11,
1.95,-9.96,-0.98,
1.35,-9.71,-0.61,
1.50,-9.82,-0.56,
2.15,-9.86,-0.96,
1.94,-9.82,-0.78,
1.82,-9.93,-1.01,
1.73,-10.08,-0.90,
1.43,-9.70,-0.69,
1.67,-9.84,-0.56,
1.93,-9.89,-0.73,
1.90,-9.68,-0.79,
1.71,-9.91,-0.73,
1.69,-9.89,-0.78,
1.71,-9.89,-0.86,
1.95,-9.98,-0.91,
1.59,-9.88,-0.71,
1.38,-9.77,-0.57,
1.68,-9.92,-0.57,
1.72,-9.62,-0.71,
1.79,-10.05,-0.66,
2.07,-9.77,-0.97,
1.93,-9.86,-0.87,
1.87,-10.11,-0.96,
1.58,-9.71,-0.76,
1.35,-10.09,-0.52,
1.92,-9.61,-0.71,
1.60,-9.99,-0.74,
2.04,-10.07,-1.09,
1.53,-9.88,-0.46,
1.36,-9.69,-0.66,
1.70,-10.06,-0.86,
2.25,-9.78,-1.09,
1.95,-9.91,-0.99,
1.77,-9.99,-0.87,
1.71,-9.88,-0.92,
1.07,-9.86,-0.43,
1.56,-9.78,-0.63,
2.49,-9.97,-0.95,
2.52,-9.54,-0.92,
1.27,-10.11,-0.83,
0.81,-10.27,-0.87,
1.09,-9.72,-0.52,
2.30,-9.93,-0.89,
2.88,-9.70,-0.93,
2.29,-9.91,-0.90,
1.25,-9.91,-0.96,
0.88,-10.20,-0.52,
1.67,-9.69,-0.66,
2.13,-9.94,-0.74,
2.09,-9.73,-0.80,
1.68,-10.00,-0.60,
1.65,-9.80,-0.88,
1.59,-9.92,-0.60,
1.76,-10.00,-0.90,
1.95,-9.63,-0.96,
1.90,-10.26,-0.84,
1.55,-9.67,-0.89,
1.45,-9.92,-0.66,
2.02,-9.93,-0.56,
2.31,-9.52,-0.57,
2.24,-10.03,-1.06,
1.02,-9.46,-0.28,
0.99,-10.11,-0.63,
2.26,-10.02,-0.72,
2.64,-9.33,-0.69,
1.90,-10.22,-0.95,
1.51,-10.00,-1.08,
1.55,-9.98,-0.81,
1.76,-9.68,-0.60,
2.26,-10.02,-0.90,
2.30,-9.77,-0.64,
1.86,-9.94,-0.66,
1.58,-9.59,-0.70,
1.16,-9.96,-0.67,
1.69,-10.03,-0.84,
2.31,-9.76,-1.01,
2.09,-10.21,-0.73,
2.49,-9.68,-1.06,
1.74,-9.87,-0.42,
1.32,-9.79,-0.56,
1.08,-9.97,-0.66,
1.85,-10.11,-0.87,
2.64,-9.71,-0.92,
2.29,-10.10,-0.66,
1.84,-9.66,-0.95,
1.06,-10.06,-0.28,
2.23,-9.76,-0.95,
2.86,-10.04,-0.96,
1.53,-9.69,-0.48,
1.03,-10.10,-0.57,
1.26,-9.89,-0.75,
1.62,-9.76,-0.58,
2.68,-10.03,-0.94,
2.64,-9.60,-0.77,
1.91,-9.82,-0.52,
1.12,-9.94,-0.69,
0.98,-9.87,-0.41,
1.91,-9.99,-0.72,
2.51,-9.77,-1.10,
2.09,-9.93,-0.57,
1.30,-9.64,-0.64,
1.43,-10.05,-0.45,
2.71,-9.69,-0.68,
2.45,-9.80,-0.79,
1.54,-9.90,-0.65,
1.15,-10.03,-0.60,
1.60,-9.80,-0.79,
2.17,-10.19,-0.84,
2.71,-9.25,-0.72,
1.81,-10.05,-0.37,
1.57,-9.70,-0.67,
1.30,-10.11,-0.57,
2.17,-9.98,-0.79,
2.33,-9.53,-0.73,
2.12,-10.08,-0.63,
1.75,-9.75,-0.80,
1.14,-10.03,-0.35,
1.80,-9.77,-0.70,
2.11,-9.86,-0.64,
2.41,-9.78,-0.68,
2.22,-9.88,-0.77,
1.38,-9.89,-0.57,
1.08,-9.97,-0.51,
1.62,-9.99,-0.71,
2.21,-9.88,-0.58,
2.23,-9.67,-0.68,
2.20,-9.99,-0.69,
2.29,-9.72,-0.84,
1.66,-10.03,-0.63,
1.31,-9.76,-0.71,
1.42,-10.01,-0.61,
1.73,-9.78,-0.65,
1.95,-9.95,-0.64,
2.56,-9.71,-0.92,
2.49,-9.88,-0.59,
1.68,-9.65,-0.81,
1.11,-10.16,-0.50,
1.69,-9.75,-0.81,
2.04,-10.00,-0.64,
1.87,-9.68,-0.40,
1.79,-9.84,-0.67,
1.95,-9.86,-0.81,
1.94,-9.92,-0.54,
2.02,-9.77,-0.82,
1.57,-10.02,-0.60,
2.02,-9.89,-0.85,
2.29,-9.60,-1.05,
1.98,-10.20,-0.61,
1.73,-9.80,-0.73,
1.19,-9.77,-0.20,
1.34,-9.79,-0.33,
2.34,-10.04,-0.74,
2.33,-9.48,-0.97,
1.78,-10.10,-0.58,
1.80,-9.90,-0.99,
1.70,-9.99,-0.56,
1.97,-9.87,-0.60,
1.98,-9.66,-0.68,
1.57,-9.86,-0.25,
1.95,-9.88,-0.77,
2.46,-10.14,-1.02,
1.89,-9.83,-0.73,
0.84,-9.97,-0.50,
1.16,-10.04,-0.39,
2.65,-9.69,-0.71,
2.85,-9.89,-0.78,
2.33,-9.71,-0.76,
1.40,-9.93,-0.54,
1.06,-9.95,-0.48,
1.79,-9.96,-0.43,
2.00,-9.84,-0.82,
1.68,-9.80,-0.30,
1.75,-9.95,-0.66,
2.67,-9.81,-0.72,
2.35,-9.77,-0.60,
1.53,-9.93,-0.79,
0.85,-9.94,-0.45,
1.32,-9.94,-0.54,
2.11,-9.97,-0.70,
2.65,-9.94,-0.78,
2.34,-9.64,-0.58,
1.01,-9.84,-0.30,
0.94,-10.01,-0.64,
1.88,-10.15,-0.66,
2.78,-9.60,-0.76,
2.89,-9.88,-0.81,
2.01,-9.80,-0.62,
0.88,-9.93,-0.49,
0.59,-9.96,-0.33,
1.45,-9.88,-0.53,
2.65,-9.84,-0.70,
3.03,-9.81,-0.85,
1.93,-9.72,-0.62,
1.20,-10.04,-0.49,
1.47,-9.84,-0.68,
2.14,-10.02,-0.73,
2.40,-9.73,-0.64,
1.99,-9.88,-0.50,
1.44,-9.81,-0.52,
0.83,-9.76,-0.33,
1.94,-10.07,-0.69,
2.66,-9.83,-0.99,
2.14,-9.95,-0.76,
1.41,-9.94,-0.52,
1.07,-9.88,-0.32,
1.42,-9.85,-0.44,
1.92,-9.77,-0.40,
2.16,-9.89,-0.60,
1.92,-9.82,-0.50,
2.67,-10.15,-0.96,
2.44,-9.70,-0.78,
1.28,-9.81,-0.57,
0.90,-9.97,-0.57,
1.25,-9.95,-0.39,
2.15,-9.77,-0.62,
2.71,-9.94,-0.82,
2.62,-9.99,-0.83,
1.98,-9.73,-0.76,
1.04,-9.99,-0.29,
1.29,-9.73,-0.51,
1.42,-10.07,-0.49,
1.79,-9.79,-0.59,
2.07,-9.75,-0.52,
2.39,-10.01,-0.97,
2.07,-9.70,-0.64,
1.64,-9.96,-0.44,
1.28,-9.51,-0.42,
1.73,-10.12,-0.49,
2.70,-9.88,-0.89,
2.20,-9.99,-0.52,
1.35,-10.09,-0.92,
1.25,-9.86,-0.79,
1.56,-9.47,-0.61,
1.82,-9.84,-0.43,
2.37,-9.78,-0.71,
2.55,-10.04,-0.72,
2.26,-9.66,-0.52,
1.38,-10.10,-0.57,
0.89,-10.02,-0.35,
1.96,-9.72,-0.40,
2.62,-9.96,-0.41,
2.53,-9.55,-0.66,
1.80,-9.87,-0.49,
1.38,-10.06,-0.94,
1.20,-9.71,-0.54,
1.93,-9.81,-0.47,
2.59,-9.99,-0.67,
2.29,-9.82,-0.55,
1.60,-10.12,-0.41,
1.73,-9.93,-0.74,
2.05,-9.76,-0.47,
2.33,-9.61,-0.54,
2.34,-9.88,-0.68,
1.56,-9.93,-0.61,
1.22,-9.75,-0.41,
1.69,-10.04,-0.66,
2.40,-9.82,-0.92,
2.00,-9.95,-0.53,
1.61,-9.77,-0.52,
1.54,-10.29,-0.97,
1.46,-9.63,-0.09,
2.54,-10.03,-0.54,
2.55,-9.70,-0.64,
1.65,-10.11,-0.51,
1.54,-10.04,-0.79,
0.89,-9.61,0.07,
1.71,-9.94,-0.24,
2.66,-9.70,-0.76,
2.33,-9.87,-0.44,
1.79,-9.96,-0.71,
1.40,-9.99,-0.27,
1.70,-9.69,-0.55,
1.98,-9.99,-0.61,
2.40,-9.85,-0.71,
2.16,-9.93,-0.44,
1.61,-9.81,-0.51,
1.67,-9.91,-0.42,
1.49,-9.81,-0.63,
1.52,-10.00,-0.41,
2.67,-9.85,-0.85,
2.22,-9.71,-0.43,
1.52,-9.97,-0.42,
1.25,-9.77,-0.46,
1.62,-10.09,-0.35,
2.71,-9.71,-0.91,
2.13,-9.98,-0.41,
1.56,-9.76,-0.46,
1.43,-10.07,-0.39,
1.80,-9.94,-0.65,
1.63,-9.96,-0.27,
2.11,-9.91,-0.36,
2.44,-9.66,-0.61,
1.90,-10.00,-0.39,
1.34,-9.78,-0.48,
1.20,-10.10,-0.16,
2.14,-9.54,-0.54,
2.94,-10.21,-0.88,
2.60,-9.61,-0.71,
1.36,-9.88,-0.08,
0.77,-9.90,-0.38,
1.11,-10.02,-0.18,
2.53,-9.80,-0.75,
2.75,-10.00,-0.57,
2.40,-9.73,-0.68,
1.19,-9.75,-0.24,
0.71,-9.93,-0.46,
1.62,-10.14,-0.48,
2.83,-9.92,-0.75,
2.11,-9.51,-0.38,
1.18,-9.97,-0.16,
1.34,-9.89,-0.56,
2.60,-9.96,-0.74,
3.07,-9.74,-0.84,
1.57,-9.98,-0.42,
0.52,-9.78,-0.17,
1.15,-9.91,-0.18,
2.68,-9.84,-0.53,
3.00,-9.89,-0.56,
2.07,-9.73,-0.51,
1.09,-10.09,-0.32,
1.25,-9.61,-0.42,
1.51,-10.00,-0.35,
2.47,-9.75,-0.62,
2.63,-9.96,-0.67,
2.32,-9.82,-0.66,
1.72,-9.81,-0.50,
1.28,-10.04,-0.43,
1.80,-9.94,-0.71,
1.74,-9.82,-0.44,
1.71,-9.84,-0.30,
1.83,-9.87,-0.44,
1.91,-9.64,-0.34,
1.89,-10.00,-0.19,
2.99,-9.90,-1.00,
2.48,-9.73,-0.61,
1.43,-9.84,-0.42,
0.66,-10.04,-0.26,
1.21,-9.86,-0.23,
2.73,-9.87,-0.53,
3.15,-9.70,-0.82,
2.32,-9.72,-0.42,
1.07,-9.80,-0.42,
1.06,-10.15,-0.31,
1.68,-9.81,-0.44,
2.40,-9.86,-0.33,
2.59,-9.64,-0.67,
1.56,-10.05,-0.24,
1.62,-9.76,-0.62,
1.99,-10.11,-0.40,
2.16,-9.80,-0.55,
1.82,-9.79,-0.37,
1.49,-9.87,-0.26,
1.79,-9.88,-0.54,
2.22,-9.68,-0.52,
2.15,-9.98,-0.48,
2.12,-9.98,-0.85,
1.53,-9.78,-0.30,
1.42,-9.92,-0.54,
1.60,-9.96,-0.68,
1.94,-9.83,-0.46,
2.19,-9.61,-0.39,
2.32,-9.88,-0.59,
1.82,-9.96,-0.45,
1.35,-9.82,-0.34,
1.18,-9.85,-0.02,
1.81,-9.57,-0.35,
2.39,-9.44,-0.46,
1.84,-9.79,-0.89,
1.00,-10.61,-0.75,
2.32,-10.21,-1.33,
3.27,-9.56,-0.20,
3.68,-9.19,-0.35,
2.59,-9.93,-0.42,
1.42,-9.68,-0.12,
1.82,-10.02,-0.78,
1.71,-9.99,-0.54,
1.99,-9.66,-0.24,
3.03,-9.54,0.02,
4.25,-9.19,-0.63,
3.97,-9.82,-0.59,
1.90,-9.67,-0.58,
-0.25,-10.17,-0.68,
-0.84,-10.06,0.35,
2.08,-8.72,0.44,
4.27,-9.18,0.06,
4.07,-8.28,0.69,
2.74,-8.21,1.62,
3.66,-9.21,0.90,
6.07,-9.29,-0.68,
7.58,-9.40,-0.68,
6.66,-8.54,0.14,
4.00,-8.71,0.79,
1.95,-8.42,2.15,
2.62,-9.13,0.84,
4.10,-8.74,0.56,
5.75,-8.57,-0.27,
4.80,-7.83,1.11,
4.19,-7.18,2.22,
5.74,-8.01,0.73,
8.20,-8.30,-0.52,
8.84,-7.59,0.22,
7.55,-6.96,1.01,
5.61,-7.93,2.18,
8.39,-8.72,0.57,
9.21,-5.84,-0.13,
9.18,-8.81,0.20,
8.28,-7.06,1.18,
6.71,-6.59,1.99,
5.12,-6.42,2.21,
4.39,-7.95,2.29,
6.59,-8.21,-0.08,
7.69,-7.24,0.19,
6.72,-5.82,1.65,
4.30,-4.66,3.84,
3.69,-5.54,6.18,
8.84,-5.48,3.15,
12.78,-7.97,-3.39,
10.15,-10.05,-0.35,
8.73,-6.79,0.42,
7.35,-6.89,2.09,
6.59,-4.94,1.98,
6.29,-6.94,1.44,
6.65,-7.03,0.24,
6.71,-7.05,0.43,
6.27,-6.42,0.47,
4.93,-6.09,1.81,
6.94,-6.59,1.17,
9.90,-6.77,-0.71,
10.94,-5.48,-0.89,
9.22,-6.12,-0.31,
8.01,-6.34,0.52,
8.71,-5.58,0.75,
8.21,-4.98,0.29,
8.81,-7.63,-0.50,
10.00,-6.70,-2.33,
9.12,-8.05,-0.76,
7.90,-5.71,-0.17,
7.70,-6.18,0.33,
8.01,-4.52,0.26,
7.72,-6.62,-0.99,
7.15,-4.68,-0.21,
7.88,-5.44,0.06,
8.60,-4.25,0.68,
10.19,-4.09,-0.43,
10.26,-4.89,-1.22,
8.22,-4.99,-0.65,
6.47,-3.91,2.14,
8.37,-3.19,2.01,
11.40,-2.96,-0.23,
12.00,-3.40,-0.66,
10.53,-3.49,0.28,
10.62,-3.65,1.23,
12.27,-2.55,-1.29,
11.33,-2.00,-0.39,
10.09,-2.92,-0.94,
9.25,-2.83,-0.82,
10.56,-2.82,1.07,
13.76,-2.46,-0.89,
13.05,-2.31,-0.69,
10.01,-2.38,0.39,
9.12,-3.01,-0.58,
9.03,-2.32,0.33,
10.02,-2.48,0.70,
10.65,-0.95,1.88,
10.85,-1.67,1.06,
10.40,-2.00,0.76,
7.73,-2.51,-1.30,
6.42,-2.20,1.30,
6.69,-1.64,2.43,
6.99,-1.32,2.54,
19.60,-6.39,16.16,
13.97,4.82,2.40,
1.82,-3.26,9.20,
8.33,0.29,1.49,
14.08,-1.67,-1.60,
9.34,-1.22,1.83,
8.17,-0.72,4.28,
10.79,-0.90,1.38,
10.36,-0.85,1.62,
9.18,-1.35,2.90,
10.23,-0.40,1.79,
10.09,-1.36,2.10,
9.69,-0.69,2.35,
10.06,-1.08,1.93,
9.97,-0.91,2.10,
9.69,-0.84,2.13,
10.00,-0.97,1.94,
9.84,-0.94,2.12,
9.93,-0.91,2.15,
9.95,-0.89,1.96,
9.88,-0.95,2.16,
9.93,-0.97,2.06,
9.95,-0.93,2.09,
9.60,-1.16,1.23,
9.72,-0.58,1.75,
9.88,-1.28,2.06,
10.00,-0.75,2.01,
9.84,-0.98,2.03,
9.92,-0.93,2.06,
9.92,-0.89,2.07,
9.90,-0.98,2.11,
9.96,-0.95,2.12,
9.88,-0.93,2.10,
9.93,-0.99,2.20,
9.93,-0.91,2.10,
9.85,-0.96,2.09,
9.97,-0.92,2.06,
9.92,-0.92,2.16,
9.90,-0.95,2.13,
9.94,-0.96,2.11,
9.89,-0.92,2.10,
9.94,-0.92,2.18,
9.86,-0.89,2.08,
9.85,-0.95,2.12,
9.93,-0.96,2.10,
9.94,-0.89,2.12,
9.97,-0.95,2.08,
9.91,-0.92,2.03,
9.91,-0.94,2.12,
9.99,-0.90,2.09,
9.94,-0.98,2.08,
9.95,-0.95,2.17,
9.89,-0.93,2.05,
9.90,-0.96,2.13,
9.97,-0.96,2.14,
9.95,-0.96,2.21,
10.00,-0.95,2.18,
9.94,-0.89,2.07,
9.93,-0.89,2.11,
9.90,-0.93,2.01,
9.97,-0.94,2.18,
9.92,-0.88,2.17,
9.93,-0.92,2.12,
9.94,-0.96,2.17,
9.88,-0.95,2.10,
9.88,-0.91,2.16,
9.88,-0.88,2.11,
9.89,-0.96,2.14,
9.97,-0.92,2.06,
9.89,-0.91,2.08,
9.95,-0.95,2.08,
9.89,-0.89,2.16,
9.96,-0.92,2.19,
9.92,-0.98,2.15,
9.89,-0.88,2.09,
9.89,-1.01,2.21,
9.90,-0.93,2.22,
9.96,-0.90,2.10,
9.88,-0.90,2.08,
9.89,-0.92,2.05,
9.94,-0.94,2.08,
9.92,-0.92,2.08,
9.96,-0.94,2.12,
9.97,-0.95,2.20,
9.93,-0.95,2.10,
9.86,-0.88,2.03,
9.94,-0.96,2.12,
9.89,-0.99,2.12,
9.93,-0.99,2.14,
9.98,-0.96,2.10,
9.93,-0.88,2.09,
9.93,-0.91,2.12,
9.94,-0.93,2.09,
9.93,-0.89,2.22,
9.90,-0.90,2.14,
9.93,-0.96,2.08,
9.91,-0.89,2.10,
9.90,-0.91,2.08,
9.91,-0.89,2.11,
9.89,-0.93,2.21,
9.88,-0.88,2.14,
9.96,-0.95,2.07,
9.89,-0.92,2.19,
9.96,-0.95,2.10,
9.95,-0.91,2.13,
9.89,-0.98,2.06,
9.89,-0.94,2.00,
9.93,-0.92,2.16,
9.88,-0.97,2.12,
9.90,-0.93,2.07,
9.93,-0.92,2.18,
9.94,-0.93,2.18,
9.91,-0.93,2.09,
9.98,-0.90,2.09,
9.91,-0.91,2.18,
9.94,-0.91,2.13,
9.90,-0.90,2.05,
9.89,-0.92,2.09,
9.93,-0.96,2.15,
9.97,-0.93,2.10,
9.87,-0.93,2.09,
9.92,-0.89,2.14,
9.95,-0.83,2.20,
10.01,-0.94,2.15,
9.95,-0.96,2.05,
9.93,-0.89,2.19,
9.93,-0.95,2.14,
9.89,-0.95,2.05,
9.88,-0.93,2.12,
9.92,-0.89,2.02,
9.93,-0.92,2.12,
9.96,-0.86,2.17,
9.92,-0.91,2.09,
9.94,-0.92,2.11,
9.88,-0.91,2.16,
9.92,-0.82,2.14,
9.95,-0.85,2.15,
9.84,-0.91,2.26,
9.90,-0.86,2.10,
9.94,-0.86,2.08,
9.92,-0.88,2.12,
9.89,-0.90,2.16,
9.92,-0.93,2.14,
9.85,-0.86,2.19,
9.95,-0.93,2.06,
9.93,-0.89,2.09,
9.91,-0.96,2.18,
10.01,-0.80,2.13,
9.94,-0.97,2.14,
9.89,-0.95,2.11,
9.98,-0.91,2.09,
9.96,-0.92,2.09,
9.95,-0.94,2.17,
9.92,-0.92,2.17,
9.87,-0.92,2.09,
9.92,-0.89,2.08,
9.93,-0.95,2.17,
9.91,-0.94,2.07,
9.87,-0.87,2.16,
9.91,-0.91,2.03,
9.93,-0.87,2.11,
9.92,-0.89,2.11,
9.91,-0.94,2.10,
9.92,-0.87,2.17,
9.94,-0.94,2.12,
9.96,-0.95,2.15,
9.89,-0.96,2.14,
9.95,-0.90,2.12,
9.94,-0.88,2.15,
9.93,-0.91,2.12,
9.88,-0.93,2.09,
9.90,-0.92,2.05,
9.92,-0.93,2.12,
9.94,-0.92,2.18,
9.93,-0.91,2.16,
9.90,-0.90,2.10,
9.91,-0.88,2.18,
9.87,-0.89,2.17,
9.96,-0.92,2.17,
9.94,-0.89,2.14,
9.88,-0.92,2.14,
9.97,-0.87,2.05,
9.88,-0.92,2.11,
9.91,-0.89,2.11,
9.95,-0.95,2.14,
9.87,-0.89,2.07,
9.90,-0.88,2.08,
9.94,-0.89,2.20,
9.93,-0.93,2.19,
9.89,-0.94,2.13,
9.92,-0.89,2.14,
9.91,-0.92,2.12,
9.96,-0.87,2.09,
9.90,-0.92,2.03,
9.85,-0.87,2.11,
9.86,-0.91,2.12,
9.85,-0.89,2.10,
9.96,-0.94,2.01,
9.91,-0.86,2.17,
9.87,-0.92,2.07,
9.86,-0.90,2.15,
9.97,-0.98,2.16,
9.87,-0.89,2.04,
9.91,-0.97,2.10,
9.95,-0.90,2.07,
9.95,-0.93,2.14,
9.96,-0.94,2.06,
9.94,-0.91,2.05,
9.90,-0.91,2.05,
9.93,-0.94,2.17,
9.95,-0.93,2.13,
9.92,-0.85,2.21,
9.97,-0.86,2.10,
9.93,-0.84,2.07,
9.93,-0.88,2.14,
9.94,-0.87,2.12,
9.96,-0.88,2.15,
9.92,-0.86,2.10,
9.88,-0.85,2.05,
9.93,-0.93,2.11,
9.90,-0.83,2.23,
9.91,-0.89,2.12,
9.91,-0.92,2.02,
9.90,-0.87,2.04,
9.93,-0.98,2.10,
9.97,-0.86,2.11,
9.96,-0.80,2.10,
9.97,-0.90,2.07,
9.92,-0.89,2.12,
9.92,-0.94,2.04,
9.94,-0.92,2.08,
9.93,-0.90,2.10,
9.93,-0.89,2.14,
9.86,-0.89,2.11,
9.90,-0.93,2.02,
9.92,-0.91,2.09,
9.93,-0.86,2.14,
9.96,-0.93,2.15,
9.94,-0.91,2.11,
9.92,-0.90,2.00,
9.93,-0.92,2.17,
9.91,-0.86,2.10,
9.93,-0.86,2.13,
9.89,-0.89,2.19,
9.88,-0.88,2.05,
9.89,-0.90,2.05,
9.97,-0.89,2.13,
9.98,-0.96,2.11,
9.92,-0.96,2.09,
9.91,-0.86,2.06,
